1.3481,0.38188,-0.30249,-0.62717,-0.82819,-0.47375,0.15986
-0.69404,-0.18251,-1.3085,-0.66223,0.16074,1.0976,1.2317
-0.25517,0.036826,-0.053531,-0.7547,-0.13259,0.0059388,-0.65843
1.3045,-0.61728,1.092,-0.15579,-0.09594,-0.31734,-0.15984
0.10499,-0.58843,0.24035,0.66586,0.55901,0.3442,-0.4872
1.2204,0.8539,-0.55541,0.53136,0.94083,-0.1757,0.1566
0.85182,-0.043186,-0.91479,-0.17663,0.42194,1.5176,0.62291
2.0047,-0.18543,-0.67595,0.027625,1.7783,-0.78125,0.39401
1.5956,1.9497,1.2346,0.38132,1.057,4.2239,-0.31567
3.0384,1.5709,2.8628,-1.0895,1.675,4.3607,0.72848
1.7012,1.158,1.4339,0.67418,1.065,5.0928,0.48712
2.0089,2.1538,3.026,0.82495,2.2667,4.0729,0.91116
2.5391,3.1067,1.2686,0.27799,1.1943,4.2925,1.7602
2.5254,0.36792,0.98608,0.33037,1.8618,5.4111,1.9332
2.8474,2.3184,1.175,1.5111,2.6142,4.5949,2.5827
2.9187,1.5096,0.82386,1.0912,3.3437,5.3913,1.6238
-0.567,0.62637,0.70849,0.14633,-0.33182,2.924,-0.73229
0.19757,2.7444,0.96969,0.5491,0.85203,3.7052,0.55032
0.46942,1.6444,3.3501,0.88432,1.2362,4.7546,0.54018
1.6903,0.93595,1.903,1.0096,0.71154,2.3396,0.9503
1.2534,0.50279,1.8341,0.75339,1.1194,2.9662,-0.16129
0.11762,0.70393,1.5271,0.98604,2.2713,2.0279,1.9407
0.48481,1.3721,2.5243,0.52862,2.242,2.5647,0.93309
-0.10494,1.2264,0.56575,1.2772,2.351,3.3218,0.72022
-0.24219,1.4386,0.021484,0.64681,0.95395,1.929,0.078232
0.79659,2.0138,0.078604,0.46613,0.87036,2.1043,-0.11618
1.369,1.2265,0.23887,0.04027,0.36237,2.2864,-0.34319
1.2715,1.6007,1.3205,0.90904,-0.43797,1.8098,-0.59931
1.612,0.67422,0.72312,1.1027,1.3249,1.9415,0.6951
1.7063,1.3987,1.3392,0.92726,0.53305,2.4465,0.30696
1.5781,1.4476,-0.41813,0.67457,0.21352,2.4735,1.3144
2.0151,0.40713,0.48732,1.0651,1.6456,2.0438,1.8771
-0.70479,0.76035,-1.7224,0.0316,-0.29123,-0.42771,-0.93674
-0.66025,-0.71694,-1.8633,-0.3417,-0.57512,-2.9406,-1.8089
-1.3227,-0.39331,-1.6319,0.44338,-1.8053,-1.052,-0.15858
-1.9253,-0.6594,-0.56126,-0.7644,0.36683,-1.7339,-1.6886
-1.7505,-0.24016,-0.37359,0.14309,-0.4325,-1.3919,0.19122
-0.31482,-0.90451,0.19309,0.68774,0.59814,-1.5422,-0.15706
0.7102,-0.25092,2.3782,0.79014,0.68686,-0.042137,1.7603
-0.22718,-0.40749,0.23824,0.87831,0.14348,-0.84551,0.48539
0.91577,1.192,-1.1801,0.039517,1.1568,3.7495,0.84229
0.87963,0.28003,-0.12665,1.6885,1.9097,3.3454,1.9326
-1.0951,1.1446,-0.35356,-0.29601,1.1349,3.6767,0.40657
1.3577,1.0642,-0.64181,0.73747,0.55309,2.1717,0.021618
0.59661,-0.14356,-0.28895,0.38771,-0.93183,1.8869,0.59659
0.45395,-0.42617,-0.19522,0.72181,-1.6451,0.90363,0.015738
1.307,-0.1309,0.22193,2.0868,-0.2452,-0.10644,0.89181
2.0162,1.7783,0.9111,0.16935,-0.42078,1.8439,-0.59039
-0.76316,-0.81265,1.2158,0.63956,-0.58233,-2.5815,0.45841
-0.094375,1.0716,-0.53359,-1.0905,-1.6089,-0.98931,-0.5536
-0.27575,-0.2729,-0.72591,-0.5043,-1.1667,-1.1283,-0.58154
0.34668,0.69407,-0.683,0.2922,-2.194,-0.83156,-0.26812
1.3651,-0.59358,0.14166,0.11837,-0.97321,-2.1529,-1.1695
0.72445,-0.76082,0.99334,0.49243,-0.13412,-0.9977,1.2689
0.5426,-0.38644,0.91921,0.55188,-0.88693,-0.9003,-0.59657
0.8925,0.37639,-0.94092,0.16301,-0.44543,1.2314,-0.46072
-1.5129,0.38985,-2.1757,-0.3285,0.64232,-0.97954,0.56356
-0.82478,0.080017,0.081689,-0.19878,-0.82299,-0.28444,0.54049
-0.9738,-0.24395,-1.0726,-0.57879,-0.50225,1.0746,0.52611
-0.52385,-0.35472,1.4248,0.91141,0.5902,-1.0009,0.96444
-1.1241,-0.75319,-1.8296,-1.2235,-0.1196,0.92864,-1.0706
-0.4357,0.15213,-0.057002,0.53012,0.20702,2.1528,-0.48672
-0.019596,-0.075485,-1.3098,0.88521,0.58646,1.9552,0.18411
-0.18656,-0.62129,0.03428,0.12175,0.14293,0.068319,0.31135
-0.96602,0.44368,-0.47322,-0.18674,-0.21556,0.75742,1.2006
-1.1106,-0.8509,-2.1894,0.12868,-0.52954,0.87599,1.3509
-0.27885,0.24941,-0.58164,0.6172,0.50732,0.40317,0.61763
-1.4816,-0.28005,-1.3923,-0.4595,0.1338,1.0917,-0.97625
-1.2394,0.068772,0.80958,0.13211,0.18506,1.6271,0.27514
-0.93922,-0.20754,-1.1214,-0.48777,-1.9095,0.81396,-0.96558
-0.10893,-1.2945,2.4911,-0.85528,-1.1033,-1.0751,1.2383
